Epoch,Training Loss,Validation Loss,Test Loss,Training Accuracy,Validation Accuracy,Test Accuracy,Training Precision,Training Recall,Training F1-Score,Validation Precision,Validation Recall,Validation F1-Score,Test Precision,Test Recall,Test F1-Score,Epoch Duration,Training Top-5 Accuracy,Validation Top-5 Accuracy,Test Top-5 Accuracy
2,5.639499608208151,5.386898040771484,5.453833103179932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.21203088760376,0.0,0.0,0.0
3,5.258259352515726,4.654183864593506,4.621816158294678,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,11.193609237670898,0.0,0.0,0.0
4,4.412335508009967,3.617577314376831,3.4708659648895264,0.17647058823529413,0.6,0.5,0.4117647058823529,0.1285714285714286,0.025210084033613443,0.9,0.45,0.39999999999999997,1.0,0.38888888888888884,0.3333333333333333,9.957111358642578,0.041011619958988374,0.4222222222222222,0.35555555555555557
5,3.4272104992586025,2.3701460361480713,2.176546812057495,0.5588235294117647,0.7,0.5,1.0,0.24298245614035086,0.2235294117647059,1.0,0.7083333333333333,0.7,1.0,0.5,0.5,14.389408588409424,0.2298850574712644,0.6969696969696968,0.48571428571428577
6,2.1233792304992676,1.2767305374145508,1.18767511844635,0.7058823529411765,0.8,0.5,1.0,0.717948717948718,0.7058823529411764,1.0,0.8,0.8,1.0,0.5,0.5,13.81566047668457,0.7017543859649122,0.8000000000000002,0.48571428571428577
7,1.0826599107069128,0.816074013710022,0.8439595103263855,0.6764705882352942,0.7,0.5,1.0,0.7125,0.6764705882352942,1.0,0.7083333333333333,0.7,1.0,0.5,0.5,11.36196780204773,0.6621499548328817,0.6969696969696968,0.48571428571428577
8,0.6207408273921293,0.7413821220397949,0.7981906533241272,0.7058823529411765,0.6,0.5,1.0,0.717948717948718,0.7058823529411764,1.0,0.6,0.6,1.0,0.5,0.5,9.6535165309906,0.7017543859649122,0.6,0.48571428571428577
9,0.5334709391874426,0.7851763963699341,0.8825083374977112,0.7352941176470589,0.4,0.5,1.0,0.7361111111111112,0.7352941176470589,1.0,0.38095238095238093,0.4,1.0,0.5,0.5,11.979280710220337,0.735064935064935,0.375,0.48571428571428577
10,0.5904388708226821,0.717291533946991,0.7700960040092468,0.6176470588235294,0.6,0.5,1.0,0.6287878787878788,0.6176470588235294,1.0,0.6190476190476191,0.6000000000000001,1.0,0.5,0.5,10.76177978515625,0.6091954022988506,0.5833333333333333,0.48571428571428577
11,0.5366634936893687,0.841705322265625,0.8024740219116211,0.7352941176470589,0.5,0.8333333333333334,1.0,0.7428571428571429,0.7352941176470589,1.0,0.5,0.5,1.0,0.875,0.8333333333333333,9.782387256622314,0.7332170880557977,0.4505494505494506,0.8285714285714285
12,0.8472882614416235,0.6745532751083374,0.687321662902832,0.5882352941176471,0.6,0.5,1.0,0.7741935483870968,0.5882352941176471,1.0,0.6190476190476191,0.6000000000000001,1.0,0.5,0.5,12.290128469467163,0.5041666666666667,0.5833333333333333,0.48571428571428577
13,0.6249610851792728,0.9889729619026184,1.3072139024734497,0.7058823529411765,0.5,0.5,1.0,0.717948717948718,0.7058823529411764,1.0,0.5,0.5,1.0,0.25,0.5,10.84895133972168,0.7017543859649122,0.4505494505494506,0.3333333333333333
14,0.819251628483043,1.0772353410720825,1.423698902130127,0.5,0.6,0.5,1.0,0.5,0.5,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,10.008020162582397,0.37916219119226635,0.5238095238095238,0.3333333333333333
15,0.9035475043689504,0.5908492207527161,0.522908091545105,0.5294117647058824,0.7,0.6666666666666666,1.0,0.5913978494623655,0.5294117647058824,1.0,0.7083333333333333,0.7,1.0,0.6666666666666666,0.6666666666666666,12.147199153900146,0.43333333333333335,0.6969696969696968,0.6666666666666666
