Epoch,Training Loss,Validation Loss,Test Loss,Training Accuracy,Validation Accuracy,Test Accuracy,Training Precision,Training Recall,Training F1-Score,Validation Precision,Validation Recall,Validation F1-Score,Test Precision,Test Recall,Test F1-Score,Epoch Duration,Training Top-5 Accuracy,Validation Top-5 Accuracy,Test Top-5 Accuracy
2,5.544810014612534,5.512205600738525,5.46604585647583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44718837738037,0.0,0.0,0.0
3,5.466494055355296,5.3574442863464355,5.358226776123047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1356201171875,0.0,0.0,0.0
4,5.315214605892406,5.1545820236206055,5.190479278564453,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.601407051086426,0.0,0.0,0.0
5,5.120625776403091,4.915829658508301,4.993985176086426,0.058823529411764705,0.2,0.0,0.17647058823529413,0.1,0.011764705882352941,0.3,0.14285714285714285,0.05714285714285715,0.3333333333333333,0.0,0.0,37.571248054504395,0.021052631578947368,0.08163265306122448,0.0
6,4.864966785206514,4.664224624633789,4.7717390060424805,0.20588235294117646,0.3,0.5,0.4411764705882353,0.125,0.051470588235294115,0.6,0.125,0.09999999999999999,0.5,0.25,0.3333333333333333,37.24786615371704,0.07291666666666667,0.1111111111111111,0.2857142857142857
7,4.575994800118839,4.372248649597168,4.494225025177002,0.4411764705882353,0.6,0.5,0.47058823529411764,0.08152173913043478,0.11029411764705882,0.8,0.7777777777777778,0.6,0.5,0.25,0.5,37.64010500907898,0.09375,0.5238095238095238,0.3333333333333333
8,4.272875954123104,4.025032043457031,4.176246643066406,0.5,0.6,0.5,0.7941176470588235,0.1328125,0.25,0.9,0.7777777777777778,0.6,1.0,0.25,0.5,36.56680178642273,0.17346938775510204,0.5238095238095238,0.3333333333333333
9,3.9448854783002067,3.624483585357666,3.814143419265747,0.5,0.6,0.5,0.9705882352941176,0.25,0.5,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,36.953348875045776,0.3333333333333333,0.5238095238095238,0.3333333333333333
10,3.5948061241823086,3.2538955211639404,3.4773693084716797,0.5,0.6,0.5,1.0,0.25,0.5,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,36.720057010650635,0.3333333333333333,0.5238095238095238,0.3333333333333333
11,3.232553650351132,2.811471939086914,3.0542380809783936,0.5,0.6,0.5,1.0,0.25,0.5,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,36.87939190864563,0.3333333333333333,0.5238095238095238,0.3333333333333333
