Epoch,Training Loss,Validation Loss,Test Loss,Training Accuracy,Validation Accuracy,Test Accuracy,Training Precision,Training Recall,Training F1-Score,Validation Precision,Validation Recall,Validation F1-Score,Test Precision,Test Recall,Test F1-Score,Epoch Duration,Training Top-5 Accuracy,Validation Top-5 Accuracy,Test Top-5 Accuracy
2,5.404974320355584,5.057600498199463,5.201798915863037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94235396385193,0.0,0.0,0.0
3,5.18657325295841,4.737957954406738,4.899364948272705,0.0,0.2,0.16666666666666666,0.0,0.0,0.0,0.6,0.09523809523809523,0.05714285714285715,0.16666666666666666,0.16666666666666666,0.05555555555555555,10.986879825592041,0.0,0.07142857142857142,0.08333333333333333
4,4.7666942652534035,4.274999141693115,4.467878818511963,0.23529411764705882,0.6,0.6666666666666666,0.4411764705882353,0.08703703703703704,0.03137254901960784,1.0,0.6190476190476191,0.6000000000000001,1.0,0.8,0.6666666666666666,12.206187725067139,0.04468864468864468,0.5833333333333333,0.625
5,4.14673796822043,3.665975570678711,3.905939817428589,0.6470588235294118,0.6,0.5,1.0,0.6888888888888889,0.6470588235294117,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,11.304955244064331,0.6263736263736264,0.5238095238095238,0.3333333333333333
6,3.3430783888872933,2.943549871444702,3.2828104496002197,0.7058823529411765,0.6,0.5,1.0,0.8148148148148149,0.7058823529411764,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,10.769895792007446,0.678030303030303,0.5238095238095238,0.3333333333333333
7,2.6066242807051716,2.2379417419433594,2.6687467098236084,0.5588235294117647,0.6,0.5,1.0,0.765625,0.5588235294117647,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,12.183585405349731,0.4522019334049409,0.5238095238095238,0.3333333333333333
8,1.8208685902988209,1.6476625204086304,2.0477969646453857,0.6176470588235294,0.5,0.5,1.0,0.7833333333333333,0.6176470588235294,1.0,0.25,0.5,1.0,0.25,0.5,11.118920803070068,0.5521783181357649,0.3333333333333333,0.3333333333333333
9,1.228821123347563,1.2188664674758911,1.5020180940628052,0.6176470588235294,0.5,0.5,1.0,0.7833333333333333,0.6176470588235294,1.0,0.25,0.5,1.0,0.25,0.5,11.269687414169312,0.5521783181357649,0.3333333333333333,0.3333333333333333
10,0.8740797253216014,0.9577543139457703,1.179024338722229,0.6764705882352942,0.5,0.5,1.0,0.8035714285714286,0.6764705882352942,1.0,0.25,0.5,1.0,0.25,0.5,10.085409879684448,0.638647342995169,0.3333333333333333,0.3333333333333333
11,0.6758288320373086,0.7890439629554749,0.9822102189064026,0.6470588235294118,0.5,0.5,1.0,0.7931034482758621,0.6470588235294118,1.0,0.25,0.5,1.0,0.25,0.5,12.465268611907959,0.5968379446640316,0.3333333333333333,0.3333333333333333
