Epoch,Training Loss,Validation Loss,Test Loss,Training Accuracy,Validation Accuracy,Test Accuracy,Training Precision,Training Recall,Training F1-Score,Validation Precision,Validation Recall,Validation F1-Score,Test Precision,Test Recall,Test F1-Score,Epoch Duration,Training Top-5 Accuracy,Validation Top-5 Accuracy,Test Top-5 Accuracy
2,5.376373178818646,5.175930023193359,5.1474995613098145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.04606342315674,0.0,0.0,0.0
3,5.182712975670309,4.818037033081055,4.841593265533447,0.029411764705882353,0.3,0.16666666666666666,0.08823529411764706,0.041666666666666664,0.0024509803921568627,0.5,0.125,0.075,0.5,0.06666666666666667,0.06666666666666667,14.100737571716309,0.004629629629629629,0.09374999999999999,0.06666666666666667
4,4.7455940807566925,4.368376731872559,4.422133922576904,0.29411764705882354,0.4,0.6666666666666666,0.5294117647058824,0.08766233766233766,0.04201680672268908,1.0,0.2222222222222222,0.4,1.0,0.8,0.6666666666666666,13.20521879196167,0.05442176870748299,0.2857142857142857,0.625
5,4.092203168308034,3.7471261024475098,3.896754503250122,0.6176470588235294,0.4,0.6666666666666666,1.0,0.6287878787878788,0.6176470588235294,1.0,0.2222222222222222,0.4,1.0,0.8,0.6666666666666666,11.975469827651978,0.6091954022988506,0.2857142857142857,0.625
6,3.3773221689112045,3.0538246631622314,3.2971980571746826,0.5882352941176471,0.5,0.5,1.0,0.6349206349206349,0.5882352941176471,1.0,0.25,0.5,1.0,0.25,0.5,10.984385013580322,0.5492424242424243,0.3333333333333333,0.3333333333333333
7,2.5421462059020996,2.3439812660217285,2.6487033367156982,0.6764705882352942,0.5,0.5,1.0,0.7451923076923077,0.6764705882352942,1.0,0.25,0.5,1.0,0.25,0.5,11.739330053329468,0.652093023255814,0.3333333333333333,0.3333333333333333
8,1.820840078241685,1.7056493759155273,2.028348684310913,0.7058823529411765,0.5,0.5,1.0,0.8148148148148149,0.7058823529411764,1.0,0.25,0.5,1.0,0.25,0.5,14.424794435501099,0.678030303030303,0.3333333333333333,0.3333333333333333
9,1.236122594160192,1.301604986190796,1.5160040855407715,0.5882352941176471,0.5,0.5,1.0,0.7741935483870968,0.5882352941176471,1.0,0.25,0.5,1.0,0.25,0.5,11.254656076431274,0.5041666666666667,0.3333333333333333,0.3333333333333333
10,0.9487313663258272,1.0285942554473877,1.170371413230896,0.5588235294117647,0.5,0.5,1.0,0.765625,0.5588235294117647,1.0,0.25,0.5,1.0,0.25,0.5,9.980479001998901,0.4522019334049409,0.3333333333333333,0.3333333333333333
11,0.7027267585782444,0.8585680723190308,0.971661388874054,0.5882352941176471,0.6,0.5,1.0,0.7741935483870968,0.5882352941176471,1.0,0.7777777777777778,0.6,1.0,0.25,0.5,12.49271559715271,0.5041666666666667,0.5238095238095238,0.3333333333333333
12,0.5607749153585995,0.7510668635368347,0.8058528304100037,0.7647058823529411,0.6,0.6666666666666666,1.0,0.8400000000000001,0.7647058823529411,1.0,0.7777777777777778,0.6,1.0,0.8,0.6666666666666666,12.19225549697876,0.7509157509157509,0.5238095238095238,0.625
13,0.4776614553788129,0.6788049936294556,0.7251772880554199,0.8823529411764706,0.8,0.6666666666666666,1.0,0.887719298245614,0.8823529411764706,1.0,0.8,0.8,1.0,0.6666666666666666,0.6666666666666666,11.247127532958984,0.8819444444444444,0.8000000000000002,0.6666666666666666
